state,abbr,population,age,income,poverty,crime,price_1996apr,price_1996may,price_1996jun,price_1996jul,price_1996aug,price_1996sep,price_1996oct,price_1996nov,price_1996dec,price_1997jan,price_1997feb,price_1997mar,price_1997apr,price_1997may,price_1997jun,price_1997jul,price_1997aug,price_1997sep,price_1997oct,price_1997nov,price_1997dec,price_1998jan,price_1998feb,price_1998mar,price_1998apr,price_1998may,price_1998jun,price_1998jul,price_1998aug,price_1998sep,price_1998oct,price_1998nov,price_1998dec,price_1999jan,price_1999feb,price_1999mar,price_1999apr,price_1999may,price_1999jun,price_1999jul,price_1999aug,price_1999sep,price_1999oct,price_1999nov,price_1999dec,price_2000jan,price_2000feb,price_2000mar,price_2000apr,price_2000may,price_2000jun,price_2000jul,price_2000aug,price_2000sep,price_2000oct,price_2000nov,price_2000dec,price_2001jan,price_2001feb,price_2001mar,price_2001apr,price_2001may,price_2001jun,price_2001jul,price_2001aug,price_2001sep,price_2001oct,price_2001nov,price_2001dec,price_2002jan,price_2002feb,price_2002mar,price_2002apr,price_2002may,price_2002jun,price_2002jul,price_2002aug,price_2002sep,price_2002oct,price_2002nov,price_2002dec,price_2003jan,price_2003feb,price_2003mar,price_2003apr,price_2003may,price_2003jun,price_2003jul,price_2003aug,price_2003sep,price_2003oct,price_2003nov,price_2003dec,price_2004jan,price_2004feb,price_2004mar,price_2004apr,price_2004may,price_2004jun,price_2004jul,price_2004aug,price_2004sep,price_2004oct,price_2004nov,price_2004dec,price_2005jan,price_2005feb,price_2005mar,price_2005apr,price_2005may,price_2005jun,price_2005jul,price_2005aug,price_2005sep,price_2005oct,price_2005nov,price_2005dec,price_2006jan,price_2006feb,price_2006mar,price_2006apr,price_2006may,price_2006jun,price_2006jul,price_2006aug,price_2006sep,price_2006oct,price_2006nov,price_2006dec,price_2007jan,price_2007feb,price_2007mar,price_2007apr,price_2007may,price_2007jun,price_2007jul,price_2007aug,price_2007sep,price_2007oct,price_2007nov,price_2007dec,price_2008jan,price_2008feb,price_2008mar,price_2008apr,price_2008may,price_2008jun,price_2008jul,price_2008aug,price_2008sep,price_2008oct,price_2008nov,price_2008dec,price_2009jan,price_2009feb,price_2009mar,price_2009apr,price_2009may,price_2009jun,price_2009jul,price_2009aug,price_2009sep,price_2009oct,price_2009nov,price_2009dec,price_2010jan,price_2010feb,price_2010mar,price_2010apr,price_2010may,price_2010jun,price_2010jul,price_2010aug,price_2010sep,price_2010oct,price_2010nov,price_2010dec,price_2011jan,price_2011feb,price_2011mar,price_2011apr,price_2011may,price_2011jun,price_2011jul,price_2011aug,price_2011sep,price_2011oct,price_2011nov,price_2011dec,price_2012jan,price_2012feb,price_2012mar,price_2012apr,price_2012may,price_2012jun,price_2012jul,price_2012aug,price_2012sep,price_2012oct,price_2012nov,price_2012dec,price_2013jan,price_2013feb,price_2013mar,price_2013apr,price_2013may,price_2013jun,price_2013jul,price_2013aug,price_2013sep,price_2013oct,price_2013nov,price_2013dec,price_2014jan,price_2014feb,price_2014mar,price_2014apr,price_2014may,price_2014jun,price_2014jul,price_2014aug,price_2014sep,price_2014oct,price_2014nov,price_2014dec,price_2015jan,price_2015feb,price_2015mar,price_2015apr,price_2015may,price_2015jun,price_2015jul,price_2015aug,price_2015sep,price_2015oct,price_2015nov,price_2015dec,price_2016jan,price_2016feb,price_2016mar,price_2016apr,price_2016may,price_2016jun,price_2016jul,price_2016aug,price_2016sep,price_2016oct,price_2016nov,price_2016dec,price_2017jan,price_2017feb,price_2017mar,price_2017apr,price_2017may,price_2017jun,price_2017jul,price_2017aug,price_2017sep,price_2017oct,price_2017nov,price_2017dec,price_2018jan,price_2018feb,price_2018mar,price_2018apr,price_2018may,price_2018jun,price_2018jul,price_2018aug,price_2018sep
Missouri,MO,6091176,38.3,55016,15.3,519.3500739,82500,82600,82600,82700,82800,83000,83300,83800,84400,85200,86000,86800,87500,88100,88600,88900,89100,89400,89600,89800,90200,90700,91200,91700,92100,92500,92900,93200,93500,93800,94100,94400,94700,95100,95500,95900,96300,96800,97200,97600,98100,98600,99000,99300,99800,100200,100600,101000,101400,101900,102300,102800,103400,103900,104400,105000,105500,106100,106700,107300,108000,108600,109200,109800,110300,110800,111400,111900,112400,112900,113500,114100,114700,115300,115900,116500,117200,117900,118500,119100,119600,120100,120500,120900,121400,121900,122400,122900,123300,123800,124200,124600,125000,125200,125400,125500,125700,125800,126100,126400,126700,127000,127400,127800,128400,128900,129500,130000,130600,131300,131900,132600,133300,133900,134600,135200,135700,136200,136500,136900,137200,137500,137700,138000,138400,138800,139100,139400,139600,139800,140000,140100,140200,140200,140100,140000,139800,139600,139300,139100,138800,138600,138400,138200,138000,137800,137300,136800,136300,135800,135400,135000,134700,134500,134200,133900,133500,133100,132500,132000,131500,131000,130600,130200,130100,130100,130100,129900,129400,129100,129000,128700,128400,128000,127800,127600,127000,126200,125600,124700,123900,123600,123400,123300,123200,123000,122700,122300,121800,121200,120900,121200,121400,121100,121000,121100,121300,121500,121600,121700,122000,122200,122300,122400,122800,123100,123400,123600,123600,123700,124000,124300,124500,124700,125000,125300,125400,125600,125700,125800,125900,126000,126100,126200,126600,127200,127400,127500,127900,128600,129200,129800,130400,131000,131600,132100,132700,133200,133600,133900,134500,135000,135400,136000,136500,136900,137500,138300,138900,139400,140000,141000,141800,142300,142600,143200,143800,144400,145100,146100,147100,148000,149000,150000,151000,152100,153200,154000,154900,155700
Montana,MT,1038656,39.8,57075,14.9,368.3382573,134400,134400,134400,134500,134500,134500,134500,134400,134400,134300,134300,134300,134200,134300,134400,134500,134500,134600,134600,134500,134500,134400,134300,134200,134200,134300,134300,134400,134400,134500,134500,134500,134500,134400,134400,134300,134300,134300,134300,134400,134500,134500,134500,134400,134400,134400,134400,134300,134300,134300,134400,134500,134600,134600,134500,134400,134100,133800,133600,133600,133900,134700,135900,137300,138600,139700,140500,141000,141400,141700,142000,142200,142400,142700,143100,143400,143800,144200,144700,145300,146200,147100,148000,148600,148500,147300,145200,142800,140800,139600,138900,138500,138400,138400,138800,139400,140500,141800,143300,144700,145800,146700,147600,148600,149800,150900,151900,152600,153100,153700,154500,155700,157000,158200,159300,160200,161000,161800,162600,163500,164500,165600,166900,168200,169300,170400,171300,172200,173000,173700,174400,175000,175500,176000,176400,177000,177600,178300,179100,179900,180600,181100,181500,181900,182100,182300,182400,182400,182400,182400,182400,182400,182400,182400,182400,182400,182300,182200,182200,182000,181700,181500,181200,180900,180700,180500,180300,180800,181800,182600,182800,182900,182700,182500,182100,181400,180500,180200,180100,179500,178300,177400,177000,176600,176500,176500,176800,177300,178100,178500,178400,178400,178700,178900,178900,179300,179700,180300,181000,181800,182600,183100,183400,183600,183900,184700,185900,186800,187400,187700,187600,187500,187500,187800,188200,188500,188700,189000,189300,189900,190800,191900,192500,192500,192300,191900,191600,191900,192400,192800,193700,194600,195100,195700,196400,196900,197300,197800,198600,199700,201600,203300,203900,203600,203700,204700,206300,207400,208400,209200,209100,208700,209000,209400,209200,209000,209300,209700,210500,212400,214500,217000,220300,223200,224100,224200,224600,226000,227100,227500
Nebraska,NE,1907603,36.2,59374,12.4,291.0153341,73700,74500,75400,76300,77200,77900,78600,79000,79400,79700,79900,80000,80000,79900,79600,79400,79300,79300,79300,79400,79600,79900,80100,80300,80500,80700,80800,81100,81300,81700,82000,82500,83100,84100,85600,87800,90600,93800,97000,99700,101800,103300,104200,104900,105700,106600,107600,108400,109100,109600,109900,110100,110300,110600,110700,110400,109600,108100,105700,102500,99300,96500,94400,93000,92300,92100,92300,92700,93100,93700,94200,94700,95100,95300,95600,95700,95900,96100,96300,96700,97000,97300,97500,97900,98500,99000,99700,100400,101300,102100,102900,103600,104200,104800,105600,106500,107600,108700,109700,110500,110900,111100,111200,111500,112200,113100,114200,115100,115800,116100,116200,116100,116200,116300,116600,116900,117400,117900,118400,118900,119300,119700,120000,120300,120600,120800,121000,121100,121100,121000,121000,121000,121000,121100,121100,121100,121100,121000,121000,120800,120600,120200,119900,119400,119000,118700,118500,118400,118300,118300,118200,118200,118200,118300,118300,118400,118400,118400,118300,118200,118200,118200,118200,118400,118600,118700,118700,118900,119100,119400,119500,119500,119200,118800,118500,118200,117800,117500,117300,117300,117300,117200,117000,116700,116500,116700,116800,116500,116400,116500,116700,116500,116500,116800,117100,117500,118100,118400,118700,119400,120000,120200,120300,120500,120700,120800,121200,121800,122300,122600,123000,123300,123400,123700,124000,124300,124500,124600,124800,125100,125500,126000,126600,127100,127600,128200,128900,129600,130300,131000,131600,132100,132700,133200,133600,134000,134500,135300,136000,136500,137000,137600,138000,138300,138700,139300,140100,141100,141900,142500,143000,143900,144900,145800,146800,147600,148400,149200,150100,151000,152000,153000,154100,155000,155700,156700,158000,159200,160400,161200
Nevada,NV,2939254,37.5,55431,14.9,678.081861,129800,129600,129400,129300,129300,129300,129500,129800,130100,130500,130800,131000,131200,131300,131400,131400,131500,131700,132000,132300,132700,133100,133500,133800,134100,134200,134400,134500,134600,134800,135000,135200,135300,135500,135600,135800,136000,136300,136700,137100,137600,138100,138600,139200,139800,140500,141100,141500,142000,142400,142800,143300,143700,144100,144700,145300,146000,146800,147600,148300,149000,149800,150600,151400,152200,153200,154200,155300,156600,157900,159100,160200,161100,162000,162700,163200,163800,164400,165200,166100,167200,168400,169700,171000,172600,174300,176400,178700,181500,184800,188600,193000,197900,203100,208700,214900,221700,229300,237700,246500,255100,263100,270000,275800,280800,285300,289500,293500,297400,300600,303200,305400,307100,308700,310200,311600,312900,314100,315300,316700,318100,319000,319100,318400,317000,315100,312900,310400,307900,305600,303000,300300,297700,294900,291900,288800,285400,281800,277900,273400,268100,262100,255900,249900,244200,238600,232700,226800,221400,216300,211400,206500,201600,196700,191600,186400,181100,175800,170500,165800,162000,159000,156700,155000,154000,153400,153400,152700,151000,149700,149300,148300,146800,145400,143800,142300,140900,139200,137800,136500,135100,133300,131700,130600,129700,128600,127900,127300,126800,127100,127400,127800,128400,129000,129800,131600,133600,135400,137000,138900,141200,143100,145000,147500,151200,155700,159800,163200,166300,169200,171700,173700,175400,176800,178400,180100,182000,183500,184800,186000,187100,188200,189800,191700,193500,194900,196000,197200,198500,200100,201700,203400,204800,206300,207800,209600,211400,213000,214400,216100,218100,219700,220500,221500,223100,224900,226800,228800,230500,232000,233800,235900,238300,240800,243200,245100,247100,249700,253000,255900,258600,262000,265700,268000,269900,272600,275700,278400,281600,284300
New Hampshire,NH,1335015,42.4,76260,8.5,197.5584266,99700,99600,99600,99700,99900,100000,100200,100300,100600,100900,101300,101600,102000,102400,102800,103300,103900,104600,105400,106200,107300,108400,109500,110500,111300,112100,112800,113500,114200,114800,115500,116100,116900,117700,118500,119400,120300,121400,122500,123800,125000,126200,127500,128900,130500,132100,133700,135200,136700,138100,139600,141100,142600,144100,145600,147300,149000,150700,152400,154200,155900,157700,159500,161300,163000,164700,166400,168000,169700,171300,172900,174600,176300,178000,179800,181700,183700,185700,187800,190000,192300,194600,196800,199000,201300,203400,205600,207800,210000,212300,214500,216500,218400,220400,222400,224600,226900,229200,231500,233700,235600,237600,239600,241700,243900,246200,248400,250400,252400,254100,255500,256800,257800,258700,259500,260000,260300,260400,260100,259800,259400,259000,258600,258200,257600,256900,256100,255300,254400,253600,252900,252300,251900,251400,250800,249900,249000,247900,246700,245400,243800,242200,240700,239400,238100,236400,234500,232600,230800,229300,227900,226500,225100,223700,222300,220900,219500,217700,216000,214600,213900,213500,213400,213500,213600,213900,214100,214000,213600,213300,213200,212700,211900,210600,209200,207700,206000,204400,203100,201900,200400,199200,198300,197600,196900,196400,195900,195800,196000,196200,196000,195800,195800,196200,197200,198000,198100,197900,198100,198400,198600,198900,199600,200300,201200,202300,203200,203900,204900,205900,206600,207400,208500,209600,209900,210100,210600,210800,211100,211900,213000,214000,214800,215500,215900,216100,216700,217700,219000,219900,220700,221300,222000,222500,223500,224400,225100,225600,226200,226600,227400,228300,229000,229800,231000,232400,233700,235200,237000,238900,240800,242800,244500,246000,246800,247700,248900,250500,252300,254000,255100,256300,258000,259700,261100,262800,264800,266700,268700,270200
New Jersey,NJ,8978416,39.5,68468,10.9,245.0005696,143400,143200,143000,142700,142500,142400,142400,142500,142800,143200,143600,144000,144300,144600,144900,145100,145400,145600,145800,146100,146500,147100,147600,147900,148200,148600,148900,149200,149600,150100,150600,151200,152000,152900,153700,154500,155400,156300,157100,158000,158900,159800,160900,162000,163200,164600,166000,167400,168700,170000,171200,172500,173700,174900,176200,177600,179100,180700,182300,183900,185600,187300,189200,191100,193100,195100,197300,199500,202000,204500,207000,209600,212300,215100,218000,221000,224200,227600,231000,234500,238000,241200,244300,247300,250200,253200,256200,259200,262200,265100,267900,270600,273300,276000,278900,281900,285100,288600,292200,296000,299900,303800,307600,311400,315100,318900,322500,326200,330200,334200,338200,342300,346200,350100,353800,357200,360500,363400,366100,368700,371100,373100,374600,375600,375900,375600,375000,373900,372800,371900,370900,370100,369300,368200,366600,364900,363100,361400,359700,358000,356300,354500,352500,350600,348600,346100,343000,339700,336300,333100,330200,327300,324600,322000,319200,316400,313400,309900,306400,303900,302300,301200,300500,300000,299800,299800,300100,299100,296700,295200,295000,294000,292200,290200,288200,286000,283300,280500,277900,276100,275200,274100,272900,271500,269600,267800,266300,264800,263300,261900,260400,259400,258900,258500,257700,256900,256600,256300,255800,255700,256000,256300,256600,256700,256800,257200,257800,259100,260700,262100,263200,264400,265300,266200,267200,268100,268700,269000,269500,270100,270600,271100,271600,272100,272200,272000,271800,271600,271300,271500,272000,272500,273100,273800,274300,274400,274700,275100,275300,275500,276100,276700,277300,277800,278200,278200,278300,278900,280200,281500,282500,284300,287500,290700,293200,295200,297400,299700,302200,304500,306600,308800,311100,313400,315200,316600,317700,318700,319900,321200
New Mexico,NM,2085432,37.2,48451,20.9,702.493735,113300,113300,113400,113500,113600,113700,113900,114200,114600,115000,115300,115600,115800,116000,116100,116300,116400,116500,116500,116300,115900,115400,114900,114600,114800,115600,116700,118100,119300,120300,120900,121400,121800,122100,122200,122300,122200,122100,122000,121900,121900,121900,122000,122100,122300,122600,122900,123200,123500,123800,124100,124400,124700,125000,125500,126100,127100,128300,129500,130600,131700,132600,133500,134100,134600,134900,135000,135300,135800,136500,137100,137800,138400,138800,139000,139000,138800,138300,137800,137500,137400,137600,138100,138400,138800,139400,140200,141400,142800,144400,146000,147600,149200,151000,152800,154200,154900,154700,154000,153200,152900,153000,153100,152800,151600,149800,148000,147000,146800,147300,148200,149300,150400,151700,153200,155200,157300,159400,161500,163600,165700,167700,169700,171500,173300,174900,176400,177700,178900,179800,180400,180900,181500,182200,182800,183500,183900,184100,184200,184200,184200,184300,184500,184600,184600,184400,184000,183500,182800,182100,181500,181000,180500,180100,179700,179200,178700,178100,177400,176600,175900,175400,175000,174900,175000,175000,175100,174800,174100,173400,172900,172300,171800,171000,169700,168500,167400,166300,165000,163800,162700,161500,160600,159900,159300,158600,158100,157400,156700,156200,155600,154900,154700,154700,154800,154600,154200,154100,154100,153900,153700,153500,153500,153700,153800,153700,153700,153800,153900,154200,154400,154300,154300,154700,155400,155800,156000,156100,156200,156100,156100,156000,156200,156700,157100,157400,157700,158200,158700,159300,160300,161400,162200,162900,163500,163800,164000,163900,163900,164600,165300,165800,166100,166600,167000,167500,168500,169700,170600,171300,171900,172500,173000,173100,173200,173600,174300,175000,175900,177400,179000,180300,181000,181300,182700,185000,186800,187600,189000,190100
New York,NY,19836286,38.2,61437,15.5,376.2163218,124200,123900,123700,123400,123200,123100,123000,123000,123200,123400,123500,123500,123500,123500,123500,123500,123500,123600,123700,124000,124500,125100,125600,126000,126400,126800,127300,127700,128300,128800,129400,130000,130700,131500,132200,132900,133700,134500,135400,136400,137200,138000,138700,139500,140300,141300,142500,143600,144800,146000,147200,148200,149300,150400,151500,152600,153800,155000,156200,157400,158600,159900,161200,162500,163900,165200,166600,168100,169800,171400,173100,174600,176200,177800,179600,181400,183200,185200,187200,189300,191600,194000,196600,199500,202400,205300,208100,210900,213600,216200,218800,221300,223700,226100,228300,230600,233000,235500,238300,241400,244600,248000,251400,254800,258200,261400,264500,267600,270800,273800,276800,279600,282300,284900,287400,289800,291900,293900,295500,297200,298700,300000,301100,301900,302500,303000,303300,303400,303600,303900,304200,304600,305100,305200,305000,304500,303900,303100,302100,301000,299600,298100,296200,294400,292400,290100,287600,285100,282600,280100,277700,275300,273100,271000,269000,267200,265500,263300,261100,259500,258500,257900,257500,257200,257200,257300,257700,257100,255300,253600,253200,252500,251300,249800,248600,247200,245500,243800,242400,240700,239800,239700,239500,238800,237900,236900,235700,234700,234100,233500,232500,232100,232100,232100,231800,231400,230900,231000,231200,231400,231400,231500,231700,232400,233000,233700,234400,235400,236200,236800,237300,238200,238800,239300,239700,240400,241100,241600,241700,242000,242600,243300,244000,244300,244400,244800,245200,245200,245200,245700,246300,246800,247700,249100,250300,250900,251300,251900,252700,253800,254900,255600,256200,257200,258300,258800,259300,260400,261800,262800,263500,264700,266200,267800,269600,271300,272200,272900,274100,275600,277400,279000,280400,281500,281800,281300,280900,281400,282600,283800
North Carolina,NC,10156689,38.3,53764,16.8,372.2261665,88100,88000,88000,88100,88400,88800,89400,90100,90800,91700,92500,93300,94000,94600,95100,95500,95700,95800,95800,95600,95100,94500,94100,93800,93800,94100,94800,95700,96800,97900,99100,100100,100800,101400,101900,102300,102900,103500,104200,105000,105800,106500,107100,107800,108400,108900,109300,109800,110100,110500,111000,111500,112200,112700,113300,113700,114100,114300,114600,114800,114900,115100,115200,115300,115400,115500,115700,116000,116300,116700,117200,117600,118000,118200,118500,118700,118900,119200,119600,120000,120500,120900,121200,121500,121900,122400,123000,123600,124100,124600,125000,125500,126100,127000,127900,128900,129900,130700,131300,131900,132400,132900,133400,133700,134000,134100,134200,134500,134900,135400,136100,136800,137600,138400,139200,140100,140900,141800,142600,143500,144400,145300,146100,147000,147800,148500,149200,149800,150500,151100,151700,152200,152700,153100,153400,153600,153800,154000,154000,154100,154000,154000,153900,153800,153700,153400,152800,152200,151500,150900,150300,149800,149500,149200,149000,148700,148400,147800,147100,146400,145900,145400,144900,144600,144500,144500,144700,144400,143800,143300,143300,142900,142400,141600,141100,140800,140000,139200,138400,137600,137000,136500,135900,135400,135200,135400,135300,135000,134800,134600,134600,134600,134600,134600,135000,135400,135400,135300,135200,135100,134900,135000,135200,135400,135800,136200,136500,136700,137200,137600,137900,138400,139000,139300,139400,139500,139900,140200,140400,140600,140600,140800,141100,141600,142000,142400,142900,143500,143800,144000,144400,144800,145200,145800,146200,146600,147300,147800,148300,149000,150000,150800,151500,152200,153200,154200,155000,156100,157300,158100,158900,159800,161000,162000,162700,163200,163700,164200,165200,166300,167100,168200,169600,170600,171600,172600,173700,174900,176300,177400
North Dakota,ND,755548,35.2,60184,11.2,251.0713079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500,121300,118200,117300,118400,119700,120400,120900,121400,121200,121000,121800,123100,123900,124700,125200,125100,125000,125000,125400,126400,126700,126800,127400,128900,129900,130100,130100,130700,131400,132000,132400,132900,132900,132900,133500,134200,134400,134600,134500,134000,133700,133600,133600,133700,133400,133100,133400,134000,134500,135100,135200,135200,135300,135400,135400,135300,135200,135300,135500,135900,136100,136600,137300,137800,138400,139200,139900,140300,140800,141200,141500,141800,142300,143200,144100,144600,144500,143800,143000,142800,142900,143300,144000,144500,144800,145200,145600,146000,146700,147700,149300,151200,152900,154300,155700,157100,158300,159300,160500,162000,163500,164700,165700,166700,167500,168300,169100,169800,170800,171800,172600,173500,174600,176100,177500,178800,179800,180900,182100,183300,184400,185900,187500,188500,189200,190000,190500,190800,191200,191900,192700,193900,194800,195500,196000,196600,197200,197900,198700,199400,199900,200400,201200,201900,202400,202900,203200,203500,203500,203600,203800,203600,203300,203300,203300,203400,203500,203300,202800,202500,202800,203300
Ohio,OH,11622554,39.3,53985,15.4,300.2917161,82900,83100,83300,83600,84000,84400,84800,85100,85400,85700,85900,86100,86400,86700,87000,87300,87600,87900,88200,88500,88800,89100,89500,89900,90300,90800,91200,91600,92000,92400,92800,93300,93700,94100,94500,94800,95100,95300,95600,95900,96300,96700,97100,97600,98200,98700,99300,99800,100300,100600,101000,101500,101900,102300,102800,103200,103700,104200,104700,105100,105500,105900,106300,106700,107200,107700,108100,108500,108900,109300,109700,110000,110300,110700,111100,111500,111800,112200,112600,113000,113400,113900,114300,114800,115300,115700,116000,116300,116600,117000,117400,117800,118100,118400,118700,119100,119400,119800,120100,120400,120700,121000,121300,121600,121900,122100,122300,122500,122700,123000,123300,123600,123900,124100,124300,124400,124600,124700,124800,125000,125100,125200,125200,125200,125100,125000,124900,124800,124600,124500,124400,124200,124000,123800,123400,123000,122500,122100,121600,121100,120500,119900,119300,118700,118100,117400,116800,116200,115600,115100,114600,114300,113900,113500,113100,112800,112400,112000,111400,111000,110700,110500,110200,110100,110000,110000,110000,109900,109600,109500,109600,109500,109300,109100,108600,107900,107200,106400,105600,104900,104500,104100,103700,103300,103000,102900,102700,102400,102400,102400,102400,102500,102700,102600,102400,102300,102200,102100,102300,102500,102800,103200,103500,103500,103600,103900,104200,104600,104900,105200,105400,105700,105900,106200,106500,106800,107100,107700,108200,108600,108800,109100,109500,110000,110300,110500,111000,111400,111600,111800,112300,112900,113300,113500,113900,114200,114700,115200,115600,116100,116600,117000,117500,118100,118700,119200,119700,120300,120900,121400,122100,123000,124000,124700,125400,125900,126500,127100,127800,128600,129200,129900,130400,131000,131700,132500,133200,133800,134800,135800
Oklahoma,OK,3921207,36.2,50943,16.5,449.7954792,58400,59500,60500,61200,61500,61500,61300,60900,60700,60500,60000,59300,58500,57800,57200,56700,56500,56500,56700,56900,57400,58100,58700,59000,59500,59900,60400,61000,61500,62000,62300,62500,62600,62700,62700,62500,62500,62600,62900,63200,63500,63900,64300,64700,65200,65800,66400,66900,67300,67600,67900,68100,68400,68500,68800,69100,69500,69900,70200,70300,70400,70400,70400,70500,70700,70900,71100,71300,71500,71800,72100,72400,72800,73200,73600,73900,74200,74600,75000,75400,75700,75900,75900,76000,76300,76500,76800,77200,77500,77900,78200,78500,78800,79100,79400,79700,80000,80300,80500,80800,81200,81600,82000,82400,82600,82800,82800,82700,82800,83100,83500,83900,84400,84800,85200,85600,86000,86400,86800,87200,87500,87900,88200,88600,88900,89200,89600,89900,90200,90400,90600,90700,90900,91200,91500,91900,92200,92500,92700,92900,93300,93700,94200,94700,95100,95200,95200,95100,94900,94700,94500,94500,94500,94800,95100,95500,95800,95900,95900,95900,96000,96100,96200,96300,96400,96600,96900,96900,96800,96800,97000,97000,96700,96300,95900,95600,95400,95200,94900,94500,94300,94000,93600,93300,93300,93200,93100,93100,93100,93100,92900,92800,92700,92900,93000,92900,92800,92900,93100,93300,93200,93100,93100,93200,93200,93300,93500,93800,93800,93800,94100,94200,94300,94500,94700,94700,94700,94800,94900,94900,95200,95600,95700,95800,96000,96000,96100,96500,97000,97500,97900,98200,98800,99200,99500,99800,100300,100900,101700,102700,103600,104200,105000,106100,106900,107500,108200,109200,110000,110700,111200,111700,112400,113200,113800,114200,114500,115000,115500,115900,116400,117000,117900,118700,119400,119700,119700,119800,120300,120600
Oregon,OR,4085989,39.1,59135,15.7,264.5680371,122900,123600,124300,124900,125500,126000,126500,127000,127700,128400,129100,129800,130400,130900,131200,131500,131800,131900,132000,132000,132100,132100,132100,131900,131800,131700,131700,131900,132300,132800,133400,134100,134800,135600,136200,136600,137000,137400,137900,138300,138800,139300,139800,140200,140700,141300,141900,142400,142800,143200,143600,143900,144300,144800,145300,145900,146700,147600,148400,149200,149800,150300,150700,151100,151400,151800,152300,152700,153300,154100,154900,155700,156300,156900,157400,157800,158300,158900,159500,160200,161000,161800,162600,163400,164200,165000,165900,166800,167800,168800,169800,170600,171500,172400,173400,174600,176100,177800,179600,181700,183900,186200,188500,190800,193000,195300,197800,200700,203800,207100,210600,214500,218900,223800,229100,234900,240300,244700,247700,250300,253300,256900,260700,263600,265200,265700,265500,265000,264600,264600,264900,265400,266000,266200,266000,265700,265200,264400,263400,262100,260700,259400,258200,257200,256100,254500,252400,250100,247600,245200,243100,241000,239200,237600,235900,234200,232200,229800,227300,225400,224200,223400,222800,222400,222400,222500,222900,221900,219600,217700,216300,214200,212200,210300,208300,206500,204700,202400,200300,198400,196800,195500,194500,194000,193400,193000,192700,192100,191600,191200,191100,191200,191700,192400,193300,194100,195100,196300,197600,198600,199500,200600,202000,204100,206500,208600,210600,212800,215000,216600,218100,219800,221500,223100,224500,226000,227700,228900,230000,231100,232400,233800,235400,236900,238100,239600,241400,243500,245500,247600,249900,252400,254900,257300,259700,262200,265100,267600,269900,272600,275900,279400,282600,285200,287600,290200,293000,296200,299500,302600,305100,307500,310000,312500,314000,315400,317100,318800,320000,321300,323000,325500,328300,330400,331800,333500,335100,336400,337500,338300
Pennsylvania,PA,12787085,40.6,60979,13.3,316.3820542,77500,77300,77100,76900,76800,76800,76900,77100,77400,77700,77900,78200,78600,79000,79400,79900,80200,80500,80900,81200,81600,82000,82500,82900,83200,83600,83900,84300,84700,85200,85700,86200,86700,87000,87400,87700,87900,88200,88400,88700,88900,89100,89400,89600,89800,90100,90400,90600,90800,91000,91200,91400,91500,91700,92000,92500,93100,93700,94500,95200,96000,96600,97300,98000,98700,99400,100000,100700,101400,102000,102600,103200,103800,104400,105000,105600,106300,107000,107700,108500,109300,110200,111000,112000,113000,114100,115200,116200,117300,118400,119400,120200,121100,122000,123000,123900,125000,126100,127300,128500,129600,130800,131900,133000,134000,134900,135800,136700,137600,138600,139700,140900,142200,143400,144500,145600,146600,147600,148500,149300,150200,151100,151900,152600,153300,153700,154200,154500,155000,155400,155900,156300,156600,156900,157000,157100,157200,157100,157100,157000,156900,156800,156500,156300,156000,155500,155000,154500,154000,153600,153200,152800,152500,152300,152100,151800,151600,151200,150700,150300,150100,149900,149800,149800,149900,150100,150200,150100,149800,149800,149800,149400,148800,148100,147500,146900,146200,145400,144800,144300,143700,143100,142400,141800,141200,140800,140700,140500,140100,139600,139200,139100,138900,138800,138600,138700,138900,139200,139300,139500,139700,139900,140100,140300,140500,140800,140900,141300,141600,141600,141500,141600,141900,142300,142500,142600,142800,143000,143400,143600,143800,144100,144300,144400,144600,144900,145100,145300,145700,146100,146400,146800,147100,147400,147700,148100,148300,148600,149100,149500,149800,150100,150500,151200,152000,152600,153200,153900,154500,154900,155400,156000,156800,157700,158400,159000,159800,160800,161700,162500,163300,164200,165400,166200,166800,167600,168600,169300,170000,170500
